_id,time,txt
ObjectId("5d08a10d8541638b5c24c3f4"),03-18,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>昨天，也就是3月17日下午，印尼发生5.5级地震并引发山体滑坡。目前已造成3人死亡，其中一人为马来西亚华裔，另有40多人受伤，约40名游客被困。去年8月5日这里曾发生6.8级地震，当时造成500多人遇难，近千人受伤。<a data-url="http://t.cn/ExcrtKA" href="http://miaopai.com/show/GHJEa7uP7L-7qfFDv~culbnyptgAhnev6k0ClQ__.htm?showurl=http%3A%2F%2Fmiaopai.com%2Fshow%2FGHJEa7uP7L-7qfFDv%7EculbnyptgAhnev6k0ClQ__.htm&url_open_direct=1&toolbar_hidden=1&url_type=39&object_type=video&pos=1&containerid=2304424351238062712016&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">中青网新闻中心的秒拍视频</span></a> 
ObjectId("5d08a10d8541638b5c24c3f5"),03-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：03月16日17时58分在南海海域附近（北纬13.75度，东经120.85度）发生5.2级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c3f6"),03-16,据人民日报，3月15日山西省临汾市乡宁县发生一起山体滑坡导致房屋垮塌。截至16日15时已救出被困人员20人，垮塌共造成7人死亡，13人受伤，13人失联。在应急管理部的调度指挥下，山西消防救援总队调集临汾、运城等5个消防救援支队46辆消防车、247名消防指战员、12条搜救犬、17台生命探测仪到场开展搜救。 
ObjectId("5d08a10d8541638b5c24c3f7"),03-17,星期天，睡个懒觉，看场电影，看会书，和家人聊聊天，或踏青春游，生活不过如此。各位早上好 
ObjectId("5d08a10d8541638b5c24c3f8"),03-17,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月17日04时25分在新疆阿克苏地区库车县（北纬41.19度，东经83.71度）发生4.0级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c3f9"),03-17,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：03月17日04时25分在新疆阿克苏地区库车县附近（北纬41.24度，东经83.64度）发生4.0级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c3fa"),03-18,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>据科技日报，近日，一个国际科研团队在《科学报告》杂志撰文称，他们首次借助一台量子计算机，实现了时间倒流，这一违背常识的突破性研究可能会改变我们对统辖宇宙的机制和过程的理解，也有望促进量子计算机的发展。 
ObjectId("5d08a10d8541638b5c24c3fb"),03-18,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>上周，全球共发生六级以上地震1次，是3月15日在玻利维亚发生的6.2级地震。今年以来，全球共发生六级以上地震22次，其中6.0级到6.9级20次，7.0级到7.9级2次，8.0级以上0次，最大地震是2月22日在厄瓜多尔发生的7.5级地震。 
ObjectId("5d08a10d8541638b5c24c3fc"),03-16,转发微博
ObjectId("5d08a10d8541638b5c24c3fd"),03-16,今日凌晨，一些宁夏网友反馈说有震感。经核实，今天0时17分15秒在宁夏固原市原州区发生了一次2.5级地震，由于不到3.0级我们这里就没有自动发布。 
ObjectId("5d08a10d8541638b5c24c3fe"),03-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月16日07时07分在菲律宾棉兰老岛（北纬6.25度，东经125.35度）发生5.6级地震，震源深度70千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c3ff"),03-16,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月16日17时58分在菲律宾（北纬13.88度，东经120.90度）发生5.2级地震，震源深度110千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c400"),03-18,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>上周，我国共发生三级以上地震9次，其中3.0到3.9级3次，4.0到4.9级6次，最大地震是3月13日在台湾花莲县海域发生的4.6级地震。今年以来，我国共发生三级以上地震132次，其中3.0到3.9级96次，4.0到4.9级30次，5.0到5.9级6次，6.0级以上0次。 
ObjectId("5d08a10d8541638b5c24c401"),03-14,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：03月14日13时32分在青海黄南州泽库县附近（北纬35.05度，东经102.00度）发生4.0级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c402"),03-14,生活上寸步难行，头脑中行者无疆，比宇宙爆炸更雄奇的，正是思想的铿锵，即使身在果壳之中，他仍是宇宙之王。他说，不要俯视脚下，记得仰望星空。一年前的今天，霍金结束了地球之旅，奔向星辰大海。致敬霍金，致敬超越肉体的精神，致敬不向命运屈服的人生。<a data-url="http://t.cn/RnZDgFc" href="http://miaopai.com/show/EDGFLyt7RcCxpOfrcdHO~MokT63UuccRh0-4zQ__.htm?showurl=http%3A%2F%2Fmiaopai.com%2Fshow%2FEDGFLyt7RcCxpOfrcdHO%7EMokT63UuccRh0-4zQ__.htm&url_open_direct=1&toolbar_hidden=1&url_type=39&object_type=video&pos=1&containerid=230442c425b89f721fd9057c20bdfb3d867833&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">时差视频的秒拍视频</span></a> 
ObjectId("5d08a10d8541638b5c24c403"),03-16,各位好，今天周末，为啥都起床这么早呢 
ObjectId("5d08a10d8541638b5c24c404"),03-15,若羌县，地处塔克拉玛干沙漠东南缘，位于甘肃、青海、西藏三省区交界。若羌这里高山、盆地相间，矿产资源丰富，盛产红枣，境内有著名景点楼兰古城、罗布泊等。该县面积20万平方公里，是我国行政面积最大的县，大约相当于2个浙江，12个北京或32个上海的面积。 
ObjectId("5d08a10d8541638b5c24c405"),03-15,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月15日18时40分在新疆巴音郭楞州若羌县（北纬38.72度，东经91.12度）发生4.0级地震，震源深度11千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c406"),03-14,面向阳光时，阴影在你背后。背向阳光时，阴影在你眼前。世界从未改变，改变的只是我们面对世界的方向。各位早上好 
ObjectId("5d08a10d8541638b5c24c407"),03-14,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月14日05时07分在台湾台东县海域（北纬23.04度，东经121.42度）发生4.3级地震，震源深度15千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c408"),03-13,竟然把这熟悉的旋律编成了舞蹈，每一个动作看着都是那么的协调……<span class="url-icon"><img alt=[偷笑] src="//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png" style="width:1em; height:1em;" /></span>各位晚安<a data-url="http://t.cn/RkaYs7M" href="https://m.weibo.cn/p/index?containerid=2304444275535338000583&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">最神奇的视频的秒拍视频</span></a> 
ObjectId("5d08a10d8541638b5c24c409"),03-13,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：03月13日04时19分在台湾新北市附近（北纬25.03度，东经121.73度）发生4.0级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c40a"),03-13,这段延时摄影记录了植物发芽的过程，种子顶破土壤冒出新芽的力量好坚定。各位晚安<a data-url="http://t.cn/EMaOqqO" href="https://m.weibo.cn/p/index?containerid=2304444348902556777336&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">人人视频的微博视频</span></a> 
ObjectId("5d08a10d8541638b5c24c40b"),03-15,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：03月15日18时40分在新疆巴音郭楞州若羌县附近（北纬38.73度，东经91.04度）发生4.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c40c"),03-15,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月15日13时03分在玻利维亚（南纬17.85度，西经65.92度）发生6.2级地震，震源深度350千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a10d8541638b5c24c40d"),03-11,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>今天是造成大量人员遇难的3·11东日本大地震发生满8年。由于海啸和福岛核事故，目前仍有约5.2万人不得不过着疏散在外的生活。首相安倍在社交媒体上说，到今天还有1.4万灾民住在临时住宅里，不自由的生活已经过得太长了，他承诺今年年底要按计划“基本完成”住宅重建的工作。 
ObjectId("5d08a10d8541638b5c24c40e"),03-11,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>经过全球200多位科学家数年的努力，人类史上首张清晰的超级黑洞照片有望在今年年内面世。近日，项目负责人、美国天文学家谢泼德·杜勒曼在接受<a href='/n/新华国际'>@新华国际</a> 记者采访时说，现在需要做的就是反复测试和论证各种数据，然后首张超级黑洞照片将最终成型并于2019年年内正式公布。 
ObjectId("5d08a10d8541638b5c24c40f"),03-13,这次地震位于花莲县附近海域，震中距离海岸线最近约9公里，据网友反馈，地震造成福建部分地区震感明显。
ObjectId("5d08a10d8541638b5c24c410"),03-13,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月13日12时32分在台湾花莲县海域（北纬23.65度，东经121.64度）发生4.6级地震，震源深度24千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c411"),03-13,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：03月13日12时32分在中国台湾附近（北纬23.64度，东经121.61度）发生4.5级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c412"),03-12,据报道，中国科技大学郭光灿院士团队在量子纠缠网络的研究中取得重要进展——首次实验演示纠缠交换过程的自检验。量子纠缠是量子通信和量子计算的重要资源，在构建量子纠缠网络的过程中，不仅需要制备高品质的量子纠缠态，还需要在节点之间进行高品质的纠缠交换，才能把各个节点纠缠起来。 
ObjectId("5d08a10d8541638b5c24c413"),03-12,中国第35次南极考察队安全完成考察任务，于3月12日返回上海。考察队经受了南极严酷自然环境的考验，克服了船碰撞冰山后带来的各种困难，在科学考察和综合保障等方面取得了多项成果，包括生态环境和冰川监测，常规气象观测等，升级改造地震台，建设海洋站雷达式潮位观测系统，并采集科学样品近200千克。 
ObjectId("5d08a10d8541638b5c24c414"),03-12,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>这段视频想必很多网友都看到过，海啸表面上看起来很像海浪，其实完全不一样。海浪是海水的表面波动，但海啸是整个海水体都在动，所以蕴含的能量巨大，一旦遇到海岸或浅滩，海啸的威力就立马显现，破坏力惊人<a data-url="http://t.cn/EMfTDww" href="https://m.weibo.cn/p/index?containerid=2304444348586058804602&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">这里是大阪的微博视频</span></a> 
ObjectId("5d08a10d8541638b5c24c415"),03-11,刚看到网友的私信，截图分享出来，我觉得惊喜，但不意外，因为<a href='/n/震长'>@震长</a> 的每次更新都是很用心的<span class="url-icon"><img alt=[偷笑] src="//h5.sinaimg.cn/m/emoticon/icon/default/d_touxiao-15afb1c739.png" style="width:1em; height:1em;" /></span> 
ObjectId("5d08a10d8541638b5c24c416"),03-11,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月11日17时33分在日本火山列岛地区（北纬25.45度，东经141.55度）发生5.6级地震，震源深度30千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c417"),03-11,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>尽管灾难已经过去了8年了，但视频开头的地震和海啸景象依然是那么的让人震撼，不禁感叹在大自然面前人类是如此渺小……日本NHK电视台不但用写实的镜头表现了灾害的严重，还犀利地自省、批评了救援的漏洞和不足，也讲述了很多人性的美好。纪录片较长，建议先转后看<a data-url="http://t.cn/EIEYCAc" href="https://m.weibo.cn/p/index?containerid=2304444347000661940375&url_type=39&object_type=video&pos=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">霓虹小百科的微博视频</span></a>  
ObjectId("5d08a10d8541638b5c24c418"),03-13,尼采：其实人跟树是一样的，越是向往高处的阳光，它的根就越要伸向黑暗的地底。各位早上好 
ObjectId("5d08a10d8541638b5c24c419"),03-13,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月13日04时19分在台湾台北市（北纬25.02度，东经121.70度）发生3.8级地震，震源深度141千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c41a"),03-10,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月10日20时48分在巴布亚新几内亚（南纬10.14度，东经152.05度）发生6.1级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a10d8541638b5c24c41b"),03-10,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：03月10日20时48分在当特尔卡斯托群岛地区[巴布]附近（南纬10.18度，东经152.02度）发生6.1级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a10d8541638b5c24c41c"),03-12,人可以防御他人的攻击，但对他人的赞美却无能为力。各位早上好 
ObjectId("5d08a10d8541638b5c24c41d"),03-12,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月12日00时34分在印尼苏门答腊岛北部（北纬1.10度，东经98.75度）发生5.3级地震，震源深度80千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c41e"),03-12,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月12日00时25分在新不列颠岛地区（南纬6.05度，东经149.05度）发生5.7级地震，震源深度50千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c41f"),03-11,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>上周，全球共发生六级以上地震4次，其中6.0级到6.9级4次，7.0级以上0次，最大地震是3月6日在新西兰克马德克群岛以南海域发生的6.3级地震。今年以来，全球共发生六级以上地震21次，其中6.0级到6.9级19次，7.0级到7.9级2次，8.0级以上0次，最大地震是2月22日在厄瓜多尔发生的7.5级地震。 
ObjectId("5d08a10d8541638b5c24c420"),03-11,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BE%AE%E7%A7%91%E6%99%AE%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震微科普#</span></a>上周，我国共发生三级以上地震13次，其中3.0到3.9级9次，4.0到4.9级3次，5.0到5.9级1次，最大地震是3月8日在台湾台东县海域发生的5.3级地震。今年以来，我国共发生三级以上地震123次，其中3.0到3.9级93次，4.0到4.9级24次，5.0到5.9级6次。6.0级以上0次。 
ObjectId("5d08a10d8541638b5c24c421"),03-09,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网自动测定：03月09日22时31分在河北唐山市迁安市附近（北纬40.19度，东经118.68度）发生2.8级左右地震，最终结果以正式速报为准。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c422"),03-09,这是<a href='/n/新华视点'>@新华视点</a> 现场云从太空发回的“卫星新闻”，展现了毛乌素沙漠、长江三峡、罗布泊、洋山港、北大荒、港珠澳大桥、北京大兴国际机场、中国天眼八个地方的历史卫星图片和实景航拍。中国人的努力，从太空也能看得见<span class="url-icon"><img alt=[good] src="//h5.sinaimg.cn/m/emoticon/icon/others/h_good-644bcfa993.png" style="width:1em; height:1em;" /></span><a data-url="http://t.cn/EMLov1T" href="http://miaopai.com/show/gRjh1Gtac2h3yaB4-c1U5UkpwmFpcBVQ1oONJg__.htm?showurl=http%3A%2F%2Fmiaopai.com%2Fshow%2FgRjh1Gtac2h3yaB4-c1U5UkpwmFpcBVQ1oONJg__.htm&url_open_direct=1&toolbar_hidden=1&url_type=39&object_type=video&pos=1&containerid=2304424348020620475332&luicode=10000011&lfid=1076031904228041" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_video_default.png'></span><span class="surl-text">新华视点的秒拍视频</span></a>  
ObjectId("5d08a10d8541638b5c24c423"),03-10,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月10日20时34分在青海玉树州治多县（北纬35.37度，东经91.99度）发生4.2级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
ObjectId("5d08a10d8541638b5c24c424"),03-10,据<a href='/n/央视新闻'>@央视新闻</a> 失事飞机上有8名中国人🙏
ObjectId("5d08a10d8541638b5c24c425"),03-10,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月10日16时12分在斐济群岛地区（南纬17.80度，西经178.50度）发生6.1级地震，震源深度570千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> <a href='/n/新华视点'>@新华视点</a> <a href='/n/微天下'>@微天下</a> <a href='/n/人民日报'>@人民日报</a> <a href='/n/央视新闻'>@央视新闻</a> ） 
ObjectId("5d08a10d8541638b5c24c426"),03-12,当大半夜饿的时候，大家都想吃点什么<span class="url-icon"><img alt=[馋嘴] src="//h5.sinaimg.cn/m/emoticon/icon/default/d_chanzui-01ee2388fd.png" style="width:1em; height:1em;" /></span> 
ObjectId("5d08a10d8541638b5c24c427"),03-11,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E4%B8%A4%E4%BC%9A%E6%94%BF%E5%9C%A8%E8%AF%B4%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#两会政在说#</span></a>中央广播电视总台央广两会特别节目《央广会客厅》对话应急管理部副部长郑国光：守住人民生活生产生命的安全防线。 <a data-url="http://t.cn/EMI9Jqg" href="https://media.weibo.cn/article?object_id=1022%3A2309404348616335591346&extparam=lmid--4348783603226894&luicode=10000011&lfid=1076031904228041&id=2309404348616335591346" data-hide=""><span class='url-icon'><img style='width: 1rem;height: 1rem' src='https://h5.sinaimg.cn/upload/2015/09/25/3/timeline_card_small_article_default.png'></span><span class="surl-text">应急管理部副部长郑国光：守住人民生活生产生命的安全防线</span></a> 
ObjectId("5d08a10d8541638b5c24c428"),03-11,当你的能力还驾驭不了你的目标，那你就沉下心来历练。当你的才华还撑不起你的梦想，那就静下心来读书。各位早上好 
ObjectId("5d08a10d8541638b5c24c429"),03-11,<a  href="https://m.weibo.cn/search?containerid=231522type%3D1%26t%3D10%26q%3D%23%E5%9C%B0%E9%9C%87%E5%BF%AB%E8%AE%AF%23&isnewpage=1&luicode=10000011&lfid=1076031904228041" data-hide=""><span class="surl-text">#地震快讯#</span></a>中国地震台网正式测定：03月11日02时05分在雷克雅内斯海岭（北纬58.48度，西经31.86度）发生5.6级地震，震源深度10千米。（ <a href='/n/中国地震台网'>@中国地震台网</a> ） 
